"","item_id_1","subj_id_1","sigma_1","T_0s_1","T_1s_1","SC_1","category_1","group_1","O_0i_1","RT_1","zRT_1","zSC_1","item_id_2","subj_id_2","sigma_2","T_0s_2","T_1s_2","SC_2","category_2","group_2","O_0i_2","RT_2","zRT_2","zSC_2","item_id_3","subj_id_3","sigma_3","T_0s_3","T_1s_3","SC_3","category_3","group_3","O_0i_3","RT_3","zRT_3","zSC_3"
"1",1,1,-177.357593133572,40.0623207670367,0.518715672169879,1.07789259245098,"ingroup",-1,1.49969367534611,625.023751341771,-0.604144662337492,0.908244270114654,1,1,-177.357593133572,1.50220232712113,-12.0844778484949,1.07789259245098,"ingroup",-1,1.49969367534611,585.48193748537,-0.858806096619682,0.908244270114654,1,1,24.2676929864989,54.3436035584188,39.098849610792,-0.726651390172338,"ingroup",-1,-135.294411065599,618.540288542982,-0.625551311381861,-0.689487152016722
"2",1,83,3.89936912404401,199.680648176225,1.02713796511192,-2.0007423930765,"ingroup",-1,1.49969367534611,931.990110609401,0.672737399434027,-2.15893737466002,1,83,3.89936912404401,-0.832264670227015,-59.9452848002033,-2.0007423930765,"ingroup",-1,1.49969367534611,914.439731563413,0.602500450336771,-2.15893737466002,1,83,46.4137799855446,71.8719839232571,33.5590328012448,-0.34650938161196,"ingroup",-1,-135.294411065599,684.338706522384,-0.368008140057517,-0.327600755347731
"3",1,3,-321.017088255969,-136.791160255341,-1.60588159342266,-1.4607938669776,"ingroup",-1,1.49969367534611,283.035250070447,-2.02670765473615,-1.6209976006501,1,3,-321.017088255969,-4.24692766706212,41.2315440285322,-1.4607938669776,"ingroup",-1,1.49969367534611,310.16540841111,-2.08182574735972,-1.6209976006501,1,3,36.3357152498216,37.1746760316628,43.6351526435526,-0.749363421316034,"ingroup",-1,-135.294411065599,604.388606084553,-0.680942752268177,-0.711108480169199
"4",1,100,-258.51700561585,-8.71970578427714,-0.977582391004574,-1.02856736628788,"ingroup",-1,1.49969367534611,475.96040034859,-1.22420061701883,-1.19037909747163,1,100,-258.51700561585,-4.94350229098263,2.78936406366258,-1.02856736628788,"ingroup",-1,1.49969367534611,472.095099193393,-1.36249663722274,-1.19037909747163,1,100,235.399018628058,67.7476155858691,22.081993854558,-1.02175525010864,"ingroup",-1,-135.294411065599,862.990283638923,0.331256297380678,-0.970419198753403
"5",1,30,83.0597186187624,-152.256622150195,-1.11208166577517,2.3001768909466,"ingroup",-1,1.49969367534611,703.858656170693,-0.276216624692976,2.12598134601543,1,30,83.0597186187624,-1.1213342263318,45.7688461463274,2.3001768909466,"ingroup",-1,1.49969367534611,915.947443061988,0.609198053261683,2.12598134601543,1,30,190.39137339014,12.6700156002898,8.79636417460685,1.05022354075986,"ingroup",-1,-135.294411065599,828.710997887091,0.197082920050788,1.00205667004519
"6",1,57,-390.00914031971,-66.09480927995,-1.22915053812585,-0.445583209452593,"ingroup",-1,1.49969367534611,292.716751360964,-1.98643569999045,-0.609563796714809,1,57,-390.00914031971,-4.4717764801042,20.0056843585801,-0.445583209452593,"ingroup",-1,1.49969367534611,323.643063378634,-2.02195488916388,-0.609563796714809,1,57,137.776842133833,58.4088628143369,-9.87108358502592,0.592473618532007,"ingroup",-1,-135.294411065599,820.838757042464,0.166269992706715,0.566289335206589
"7",1,71,94.9786843918173,48.135353655155,0.494297025887318,1.05534519215293,"ingroup",-1,1.49969367534611,905.194540607726,0.5612763821691,0.885780752141051,1,71,94.9786843918173,1.11647044176443,-14.4959124717629,1.05534519215293,"ingroup",-1,1.49969367534611,857.346021369275,0.348876994687827,0.885780752141051,1,71,-728.402049609095,43.4449616524127,-45.7091139715589,0.639036372057563,"ingroup",-1,-135.294411065599,-47.361807692497,-3.23197473192221,0.610615999223974
"8",1,49,-119.965386311239,-14.8208361257271,0.950797215785024,-0.254468065804272,"ingroup",-1,1.49969367534611,612.97604583608,-0.654259271255635,-0.419159652218227,1,49,-119.965386311239,5.54511422720992,4.2602869281643,-0.254468065804272,"ingroup",-1,1.49969367534611,629.190347030729,-0.664643239938637,-0.419159652218227,1,49,249.729476913073,-22.8358607314435,46.4020009104318,1.62992699725231,"ingroup",-1,-135.294411065599,887.128348188561,0.425735676743442,1.5539209478215
"9",1,8,206.338023230367,-53.2854829185062,-1.26715779062981,-1.1336282652909,"ingroup",-1,1.49969367534611,895.919595012969,0.522695569333103,-1.29504914199475,1,8,206.338023230367,-5.07987317142012,16.1793716176587,-1.1336282652909,"ingroup",-1,1.49969367534611,906.900796483302,0.569010758382455,-1.29504914199475,1,8,46.1462425819887,38.2034143359213,-9.48113700851848,-0.870179287704368,"ingroup",-1,-135.294411065599,708.084879032486,-0.275062674758011,-0.826122389611339
"10",1,61,-26.5739310204184,128.015980433266,0.382071509107788,0.511596469184802,"ingroup",-1,1.49969367534611,857.87110270597,0.364425987545147,0.344054919004723,1,61,-26.5739310204184,-2.00943097461237,-38.3802634981464,0.511596469184802,"ingroup",-1,1.49969367534611,746.777352578276,-0.1422945856828,0.344054919004723,1,61,-371.0808225994,12.8329049016271,-26.1713990451426,-1.03720683124558,"ingroup",-1,-135.294411065599,299.402155842192,-1.87469755699558,-0.985128746487055
"11",1,9,130.774850542052,64.5850272147416,1.35781123848814,-1.09461543379722,"ingroup",-1,1.49969367534611,933.069324717847,0.677226585607958,-1.25618144860771,1,9,130.774850542052,5.20645307948847,-19.5775468419396,-1.09461543379722,"ingroup",-1,1.49969367534611,917.542274729929,0.61628266411332,-1.25618144860771,1,9,126.804106250865,47.4126580060941,88.6268943119749,-1.21126508941907,"ingroup",-1,-135.294411065599,580.832144921466,-0.773145663818716,-1.15082818102056
"12",1,27,62.853961582815,147.983539037094,0.382753263513172,-0.717208202759088,"ingroup",-1,1.49969367534611,954.507845223927,0.766403987100569,-0.88017827282133,1,27,62.853961582815,-2.6373910875481,-44.3558626731727,-0.717208202759088,"ingroup",-1,1.49969367534611,880.71243336585,0.45267599700414,-0.88017827282133,1,27,136.946144453008,46.3031848745801,34.1123791815259,-0.958507412463349,"ingroup",-1,-135.294411065599,721.560496653577,-0.222317435521766,-0.910208720702736
"13",1,52,236.350309963123,-41.9363274650859,-0.471012709362525,0.590409467146639,"ingroup",-1,1.49969367534611,952.010693191458,0.756016631810616,0.422574711657828,1,52,236.350309963123,-1.18823865128528,12.6365122367582,0.590409467146639,"ingroup",-1,1.49969367534611,987.390063878188,0.926562686080423,0.422574711657828,1,52,86.5855601108126,83.3379245962951,-2.08378069926381,0.192122361980863,"ingroup",-1,-135.294411065599,788.233737090789,0.0386498994382577,0.185164202038929
"14",1,81,-24.7383057860865,-142.922300296251,-0.31619127131638,0.480721165290636,"ingroup",-1,1.49969367534611,588.810490680829,-0.754780266338316,0.313294479450763,1,81,-24.7383057860865,2.83267234237313,42.8289909361989,0.480721165290636,"ingroup",-1,1.49969367534611,712.161083379412,-0.29606805365391,0.313294479450763,1,81,-296.818138730694,11.7958438664248,31.4978175818488,0.969766023247104,"ingroup",-1,-135.294411065599,338.428650018067,-1.72194301692636,0.925462974947166
"15",1,45,13.2140605038356,-59.5011193561001,1.10805925206709,0.384867610680806,"ingroup",-1,1.49969367534611,708.379707794658,-0.25741049319128,0.217797525551467,1,45,13.2140605038356,7.79803295803677,17.6023262178578,0.384867610680806,"ingroup",-1,1.49969367534611,765.53270226006,-0.0589789878345657,0.217797525551467,1,45,326.666011301491,86.8427950505794,34.9454218460262,-0.519640280673678,"ingroup",-1,-135.294411065599,969.91352181738,0.749767117160098,-0.492417365463466
"16",1,98,277.69779558119,-10.1996566802166,0.287200305609517,0.384541057446883,"ingroup",-1,1.49969367534611,1022.6664831544,1.04992216262911,0.217472187182404,1,98,277.69779558119,1.85599256492809,2.99948423319729,0.384541057446883,"ingroup",-1,1.49969367534611,1033.05283300156,1.12940725968041,0.217472187182404,1,98,262.231067473645,116.249722883987,47.0730998514013,-2.55394606044848,"ingroup",-1,-135.294411065599,800.351660917563,0.0860809567197776,-2.42902939935467
